ligand_id,target,seed,n_poses,selected_mode,CNNscore,CNNaffinity,centroid_to_crystal_lig_A,pass_pocket_centroid,pocket_overlap_frac,n_key_contacts,key_recovery_frac,ifp_jaccard_vs_np3146,ifp_bits,n_ifp_bits,keep_nlrp3_pose,keep_nlrp3_structural,sdf,d_ALA227,contact_ALA227,d_ALA228,contact_ALA228,d_ARG351,contact_ARG351,d_MET408,contact_MET408,d_TYR443,contact_TYR443,d_PHE575,contact_PHE575,d_ARG578,contact_ARG578,error
REP_01593,nlrp3_7alv,43,9.0,1.0,0.580438316,6.98513842,3.7800287721118244,True,0.7368421052631579,4.0,0.5714285714285714,0.5789473684210527,AROMATIC:PHE575;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:PHE575;HBOND:ALA228;HBOND:ARG578;HYDROPHOBIC:PHE575;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,11.0,True,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/nlrp3_7alv/seed43/REP_01593_out.sdf,3.1161883768475995,True,3.024485080141729,True,4.995445525676366,False,5.323277655730536,False,5.062505407404521,False,3.316551522289377,True,3.0199197009192216,True,
REP_05922,nlrp3_7alv,43,9.0,1.0,0.382002145,6.73253775,1.3071900507345011,True,0.8529411764705882,6.0,0.8571428571428571,0.7,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:TYR443;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,15.0,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/nlrp3_7alv/seed43/REP_05922_out.sdf,3.325659182778665,True,3.549651954769643,True,4.369787866704745,True,4.65667574563658,False,3.077300927761216,True,3.460992054310443,True,3.074295041143581,True,
REP_03238,nlrp3_7alv,43,9.0,1.0,0.564385533,6.71529627,2.99323016723703,True,0.696969696969697,5.0,0.7142857142857143,0.6842105263157895,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:ARG578;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,13.0,True,True,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/nlrp3_7alv/seed43/REP_03238_out.sdf,3.654140938715979,True,3.459127491145694,True,6.576976889118586,False,4.745910871476626,False,3.2583966916261073,True,3.9432930400871813,True,3.1411141335519743,True,
REP_01122,nlrp3_7alv,43,9.0,1.0,0.0968006924,5.87363577,6.590639930381209,False,0.4864864864864865,5.0,0.7142857142857143,0.6842105263157895,AROMATIC:PHE575;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:PHE575;HBOND:ALA228;HBOND:ARG351;HYDROPHOBIC:PHE575;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,13.0,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/nlrp3_7alv/seed43/REP_01122_out.sdf,3.366476496279164,True,2.8441133943638848,True,3.250899260204786,True,8.403805626024438,False,8.120851494763338,False,3.345534486446072,True,3.344998953662017,True,
REP_04971,nlrp3_7alv,43,9.0,1.0,0.471066415,6.39699697,1.1854968007906668,True,0.9655172413793104,5.0,0.7142857142857143,0.7368421052631579,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:ALA228;HBOND:ARG578;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,14.0,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/nlrp3_7alv/seed43/REP_04971_out.sdf,3.414714629365096,True,2.903516660878667,True,5.02596756853842,False,4.6008870883776325,False,3.020608051369784,True,3.302179431829833,True,3.4757791932169657,True,
REP_07580,nlrp3_7alv,43,9.0,1.0,0.620133162,6.97240305,1.9312528598308476,True,0.8666666666666667,7.0,1.0,0.85,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:MET408;CONTACT:PHE575;CONTACT:TYR443;HBOND:ARG578;HBOND:TYR443;HYDROPHOBIC:MET408;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,18.0,True,True,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/nlrp3_7alv/seed43/REP_07580_out.sdf,3.4977904454097994,True,2.908651921423373,True,4.25783524810438,True,4.113021638649616,True,2.796919913047208,True,3.7924529001689646,True,2.7772754634713497,True,
REP_06464,nlrp3_7alv,43,9.0,1.0,0.210927293,5.94439077,2.4829109801003404,True,0.7297297297297297,5.0,0.7142857142857143,0.6842105263157895,AROMATIC:PHE575;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:PHE575;HBOND:ARG351;HBOND:ARG578;HYDROPHOBIC:PHE575;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,13.0,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/nlrp3_7alv/seed43/REP_06464_out.sdf,3.5977733391641076,True,4.329512790141636,True,2.7925133840323877,True,5.9335824760426155,False,4.702895278442843,False,3.6560224288152274,True,3.1965185749499363,True,
REP_07120,nlrp3_7alv,43,9.0,1.0,0.383642852,6.68148994,1.908995223789348,True,0.9428571428571428,6.0,0.8571428571428571,0.8421052631578947,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:ARG351;HBOND:ARG578;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,16.0,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/nlrp3_7alv/seed43/REP_07120_out.sdf,3.6132276429807297,True,3.503280319928745,True,2.9935338648493723,True,5.147911906783176,False,3.423225379667536,True,3.4664108238926334,True,2.97402236037324,True,
REP_01485,nlrp3_7alv,43,9.0,1.0,0.646382093,6.31251001,0.15374836352849414,True,1.0,6.0,0.8571428571428571,0.8947368421052632,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:ALA228;HBOND:ARG351;HBOND:ARG578;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,17.0,True,True,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/nlrp3_7alv/seed43/REP_01485_out.sdf,3.3746281276608947,True,2.9965173118138173,True,3.1545703352437724,True,4.549117826568139,False,3.6807554931019246,True,3.604448778939715,True,3.348675708395786,True,
REP_06855,nlrp3_7alv,43,9.0,1.0,0.26938808,6.88764238,0.6389058744463593,True,1.0,6.0,0.8571428571428571,0.8421052631578947,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:ALA228;HBOND:ARG578;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,16.0,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/nlrp3_7alv/seed43/REP_06855_out.sdf,3.4748664722547358,True,2.8773373107788354,True,4.319984259230585,True,4.923196725705772,False,3.2361253065973816,True,3.337404081018661,True,2.9271836293611666,True,
